,Ytrue,Ypred,R2,AdjR2,Y_EH,R2OS,InsampleBegin,InsampleEnd,OutsampleAt
2003-01-31,5.768935906699955,3.6428885065337067,0.8412205435450225,0.7190825001181167,1.6160662735932794,0.7379107006288246,1980-01-31,2002-10-31,2003-01-31
2003-04-30,6.370138696461438,6.968328379666918,0.8439159964704295,0.7238513783707599,1.7208242880056333,0.9834461122939948,1980-04-30,2003-01-31,2003-04-30
2003-07-31,3.359018171543919,0.883112504388984,0.8509751565192949,0.7363406615341371,1.7788617163177118,-1.4550933416326433,1980-07-31,2003-04-30,2003-07-31
2003-10-31,1.397814971892284,-4.628597741736401,0.8587983228830816,0.7501816481777597,1.8374575098057297,-186.89634352522012,1980-10-31,2003-07-31,2003-10-31
2004-01-31,1.693133789150423,-6.883336003009977,0.846912239612212,0.7291524239292981,1.9032567680042822,-1664.9809324516502,1981-01-31,2003-10-31,2004-01-31
2004-04-30,0.18724409868955075,-0.3629075121518728,0.828889106848917,0.6972653428865455,1.9963811877802506,0.9075255358492698,1981-04-30,2004-01-31,2004-04-30
2004-07-31,0.4656914460472313,1.0788361187155298,0.8383062279406117,0.7139264032795438,2.1095286585353454,0.8608739986152945,1981-07-31,2004-04-30,2004-07-31
2004-10-31,0.9123546973945044,-3.339285206039831,0.8366488117386952,0.7109940515376916,2.1616821500338896,-10.581381887703772,1981-10-31,2004-07-31,2004-10-31
2005-01-31,-0.6663793129355671,-1.8019596455420706,0.8485616331583655,0.7320705817417237,2.193806373055173,0.8423669543073551,1982-01-31,2004-10-31,2005-01-31
2005-04-30,-0.14327106486228394,6.078217708191758,0.8602432022140133,0.7527379731478696,2.1939747601263444,-6.085652641097984,1982-04-30,2005-01-31,2005-04-30
2005-07-31,-0.6390895482314384,5.308795587195295,0.8631002443350292,0.7577927399773594,2.1623069147192324,-3.5079178581337045,1982-07-31,2005-04-30,2005-07-31
2005-10-31,-2.4983792262640825,-0.2996690444889696,0.851165138906097,0.7366767842184794,2.0425414427907778,0.7655511290561702,1982-10-31,2005-07-31,2005-10-31
2006-01-31,-1.646872811016694,-0.2544618070084641,0.8403028711036219,0.7174589257987156,1.9282131156331368,0.8483082629159866,1983-01-31,2005-10-31,2006-01-31
2006-04-30,-1.7978926687244268,-2.7756585256061035,0.8363339947551167,0.710437067643668,1.8165727989044154,0.9268218247387594,1983-04-30,2006-01-31,2006-04-30
2006-07-31,-1.5628049038070817,-4.93603875108932,0.839083479868672,0.7153015413061121,1.7413093802890314,-0.04227609675869681,1983-07-31,2006-04-30,2006-07-31
2006-10-31,-0.4295005310387172,-6.163343843525252,0.8337393636156699,0.7058465663969544,1.7193570924704713,-6.119940410249408,1983-10-31,2006-07-31,2006-10-31
2007-01-31,-0.9359508982100312,-4.5819826332510845,0.8249965812369255,0.6903785668037914,1.7018637317204783,-0.9105233223043514,1984-01-31,2006-10-31,2007-01-31
2007-04-30,0.4985645150815988,-4.9507621394198225,0.8332691500483382,0.7050146500855214,1.7410341098674487,-18.23597237750356,1984-04-30,2007-01-31,2007-04-30
2007-07-31,0.5801528741509785,-2.2371234450145057,0.8488182367837039,0.7325245727711684,1.7668466265345522,-4.636137474520205,1984-07-31,2007-04-30,2007-07-31
2007-10-31,0.9624114676340828,4.93744092774353,0.8475509055222136,0.7302823713085317,1.7648777537188518,-23.537319188520726,1984-10-31,2007-07-31,2007-10-31
2008-01-31,5.125386953940287,13.921119664772423,0.8501810497957444,0.7349357034847785,1.7891997504774932,-5.950934918398163,1985-01-31,2007-10-31,2008-01-31
2008-04-30,3.9664709090625423,6.346589714907578,0.8269701950435886,0.6938703450771183,1.7771322070998965,-0.1818745012254419,1985-04-30,2008-01-31,2008-04-30
2008-07-31,3.6030525932576887,11.562606756116718,0.8199472571991028,0.6814451473522587,1.7324477170069483,-17.10561830313607,1985-07-31,2008-04-30,2008-07-31
2008-10-31,5.068709977146357,-3.1962783483538013,0.8108454783173229,0.665342000099879,1.7214664245043905,-5.096911085154385,1985-10-31,2008-07-31,2008-10-31
2009-01-31,2.6179136986275395,8.982707095287626,0.803923398254909,0.6530952430663775,1.6865570354444959,-45.70211724504437,1986-01-31,2008-10-31,2009-01-31
