,Ytrue,Ypred,R2,AdjR2,Y_EH,R2OS,InsampleBegin,InsampleEnd,OutsampleAt
2004-02-29,2.048086452721471,8.947657599236473,0.7368874219985516,0.7048005222422774,4.239125038174112,-8.916174097955892,1981-02-28,2004-01-31,2004-02-29
2004-03-31,3.2269762257273507,-1.8676013504590814,0.736348960052136,0.7041963942048355,3.381740349759583,-1082.6169047979172,1981-03-31,2004-02-29,2004-03-31
2004-04-30,0.0008730507591489869,-10.356312570622231,0.7296113347835298,0.6966371073181066,2.3468987418441327,-18.49027612887291,1981-04-30,2004-03-31,2004-04-30
2004-05-31,-3.5558707406467422,4.857510062201992,0.7261829030358853,0.6927905741378224,1.5019866548195857,-1.7669921792028922,1981-05-31,2004-04-30,2004-05-31
2004-06-30,-2.551988969148576,26.472397994156225,0.7211094063209609,0.6870983583113219,1.0163175895634622,-65.16095946801947,1981-06-30,2004-05-31,2004-06-30
2004-07-31,1.8399983934329407,-20.286524531469183,0.7166218985008901,0.682063593440023,0.9876239970429094,-672.8535990071111,1981-07-31,2004-06-30,2004-07-31
2004-08-31,4.0636249966646645,30.896091369379235,0.7113614319397985,0.6761616065666032,1.2365967521589845,-89.08674441667716,1981-08-31,2004-07-31,2004-08-31
2004-09-30,0.7248465826289762,-29.341529594574773,0.7059401769068601,0.6700792228711112,1.001899581920671,-11776.048446781682,1981-09-30,2004-08-31,2004-09-30
2004-10-31,2.9593207238518837,-21.291296992373763,0.7022402602629154,0.665928096880344,1.1518217678365528,-179.00704425145122,1981-10-31,2004-09-30,2004-10-31
2004-11-30,1.5401013079399546,48.73763713488316,0.703341342172651,0.6671634570717547,1.0295968023931072,-8546.507506061143,1981-11-30,2004-10-31,2004-11-30
2004-12-31,1.2749532802451036,-28.89868091171987,0.7005666376367332,0.6640503739338958,0.9522834851454706,-8743.573152903804,1981-12-31,2004-11-30,2004-12-31
2005-01-31,0.4891401672498335,42.94285854259191,0.7008617285930969,0.664381451592255,0.6784998792977188,-50262.91360164741,1982-01-31,2004-12-31,2005-01-31
2005-02-28,-1.800196414714249,6.757135734568664,0.6989032132029909,0.6621840928618922,0.4983929327503788,-12.859705403510175,1982-02-28,2005-01-31,2005-02-28
2005-03-31,-3.2832992753648127,40.201875203584905,0.7031227884930598,0.6669182505044084,0.5256500792785719,-129.33829563362542,1982-03-31,2005-02-28,2005-03-31
2005-04-30,1.4819166908503267,49.40548436560828,0.7084976457242326,0.6729485781296267,0.9290406452784621,-7512.507702635446,1982-04-30,2005-03-31,2005-04-30
2005-05-31,2.883200334503069,40.45554702082599,0.7131971187622095,0.6782211576356496,1.0333608393854752,-411.5423581070271,1982-05-31,2005-04-30,2005-05-31
2005-06-30,2.418652177352088,50.90512187644129,0.7215484519818296,0.6875909461259551,0.8688635574542174,-977.8050321997722,1982-06-30,2005-05-31,2005-06-30
2005-07-31,0.25141379850273304,34.33709491731595,0.7146938396683047,0.6799004054815125,0.8215202790415932,-3573.6374249918995,1982-07-31,2005-06-30,2005-07-31
2005-08-31,-0.3841623477653652,4.943887769322952,0.7121543766703422,0.6770512518740424,0.48717197187986805,-36.39098984376468,1982-08-31,2005-07-31,2005-08-31
2005-09-30,-1.8458349501945588,28.89546191182325,0.7045794917003351,0.6685526004442783,0.1485783460664168,-236.58228119786222,1982-09-30,2005-08-31,2005-09-30
2005-10-31,-3.2968281997416007,-12.173694343087899,0.6919826824789896,0.6544195949764273,-0.30859980193225367,-7.824533678409191,1982-10-31,2005-09-30,2005-10-31
2005-11-30,-1.5598901294012864,3.7759731620157644,0.6911644325149954,0.6535015584314582,-0.5135028315973656,-25.00306071953531,1982-11-30,2005-10-31,2005-11-30
2005-12-31,-1.8997813763470168,3.1057378207939856,0.6891757533447914,0.6512703574112293,-0.5234613277606424,-12.226940204642421,1982-12-31,2005-11-30,2005-12-31
2006-01-31,-2.2630082384747596,12.334980718047532,0.6835185544211015,0.6449232561797724,-0.42143222407163705,-61.83574402279456,1983-01-31,2005-12-31,2006-01-31
2006-02-28,-1.5374181208795419,4.674347079634804,0.679141877280391,0.640012837924341,-0.7233657052446238,-57.227121913686176,1983-02-28,2006-01-31,2006-02-28
2006-03-31,-1.725040911008341,11.420516254171835,0.676079164461254,0.6365766235418948,-1.184189829795765,-589.7484512341607,1983-03-31,2006-02-28,2006-03-31
2006-04-30,-3.33292582128138,8.973236745592212,0.6759713743198825,0.6364556882613316,-1.7593476296591117,-60.160163785097645,1983-04-30,2006-03-31,2006-04-30
2006-05-31,-4.622671875958553,9.358232794448996,0.6765847935372074,0.6371439147002813,-2.2467561971052405,-33.626492511340516,1983-05-31,2006-04-30,2006-05-31
2006-06-30,-5.1991098487981375,2.386724487609616,0.6876826361449488,0.6495951527479913,-2.7282509472085175,-8.425639313030176,1983-06-30,2006-05-31,2006-06-30
2006-07-31,-2.6389109285470127,8.172991788189048,0.6903614108705729,0.6526006073182037,-2.807558545043763,-4109.01913069286,1983-07-31,2006-06-30,2006-07-31
2006-08-31,-3.118935880610714,2.5584424881607397,0.690767516488143,0.6530562380110874,-2.789769313130674,-296.4844299112027,1983-08-31,2006-07-31,2006-08-31
2006-09-30,-1.3974734958652313,8.76897478336659,0.6886784962636538,0.650712459222636,-2.7735276497770687,-53.58426412708915,1983-09-30,2006-08-31,2006-09-30
2006-10-31,-0.3333401614585584,21.921453717153483,0.6906072815515749,0.6528764622285962,-2.6168835282882226,-93.97922576697472,1983-10-31,2006-09-30,2006-10-31
2006-11-30,-0.12159733000237095,-19.246974733812074,0.691294395853159,0.6536473709572028,-2.402742437440984,-69.29334384032569,1983-11-30,2006-10-31,2006-11-30
2006-12-31,-1.4278072001568276,7.044656721050519,0.6902047444304573,0.6524248352146593,-2.3917813453687122,-76.24825622625154,1983-12-31,2006-11-30,2006-12-31
2007-01-31,-1.3944434999774828,27.445468129395348,0.6922263572654507,0.6546929862002617,-2.358721604265627,-893.505962435299,1984-01-31,2006-12-31,2007-01-31
2007-02-28,0.17741792100235965,31.269218350075903,0.6923050927701103,0.6547813235957335,-2.007687230037253,-201.46364961902412,1984-02-29,2007-01-31,2007-02-28
2007-03-31,1.0502634942200724,1.1535993189684444,0.6882936974193445,0.6502807336899963,-1.4403936930193904,0.9982786312720127,1984-03-31,2007-02-28,2007-03-31
2007-04-30,1.5957339479123096,0.3954303060790316,0.6840978434575729,0.6455731902206915,-0.7609093133483457,0.7405853156878559,1984-04-30,2007-03-31,2007-04-30
2007-05-31,0.6670985732054726,30.983155210223618,0.6822053684343135,0.6434499255604492,-0.43030836317309695,-762.1501917461661,1984-05-31,2007-04-30,2007-05-31
2007-06-30,0.557599907413997,-0.04849380299220052,0.6836348715387954,0.6450537583118192,-0.06265478437062597,0.04514057690020867,1984-06-30,2007-05-31,2007-06-30
2007-07-31,1.2287087945295414,-19.978199233810493,0.6803046425935979,0.6413174038855001,0.19996344466885127,-423.9510782749631,1984-07-31,2007-06-30,2007-07-31
2007-08-31,1.423563382730611,0.8490250589515338,0.6812222918998083,0.6423469616436873,0.3756537990877682,0.6993990272904812,1984-08-31,2007-07-31,2007-08-31
2007-09-30,1.2044310901098039,2.3503941335255263,0.6827717213658067,0.6440853459226124,0.5082566410989857,-1.7095992581494555,1984-09-30,2007-08-31,2007-09-30
2007-10-31,1.4474325873474505,-2.266569841638911,0.6814965035197799,0.6426546137051188,0.7957806198494135,-31.482761634940672,1984-10-31,2007-09-30,2007-10-31
2007-11-30,4.061403565903465,-15.723090697401545,0.6820187788061947,0.643240581099633,1.3413653264375083,-51.905385982972774,1984-11-30,2007-10-31,2007-11-30
2007-12-31,5.0269173242246525,27.152541445828977,0.6851146037218099,0.6467139456391038,1.8263152667597375,-46.78897329261566,1984-12-31,2007-11-30,2007-12-31
2008-01-31,8.558025024894299,10.61031457557287,0.6777842712233373,0.6384896701530125,2.5770914198271604,0.8822558591084326,1985-01-31,2007-12-31,2008-01-31
2008-02-29,8.625258991692439,-0.39868799622124074,0.6840308076666664,0.645497979333333,3.280043924205173,-1.8501170931118853,1985-02-28,2008-01-31,2008-02-29
2008-03-31,8.64468447581416,4.820904143265363,0.6878000239541822,0.6497268561437166,4.0778025144660415,0.2989543532909753,1985-03-31,2008-02-29,2008-03-31
2008-04-30,6.032859232914388,18.95526717842031,0.6854884968136162,0.647133435449423,4.625328447016082,-83.28903639061977,1985-04-30,2008-03-31,2008-04-30
2008-05-31,5.918297304738165,-0.6677939786973883,0.6787254091369342,0.6395455809829018,5.094287298036944,-62.883767434127186,1985-05-31,2008-04-30,2008-05-31
2008-06-30,6.593531376560755,-0.7143463842803236,0.6776891892783036,0.6383829928488284,5.611284097419959,-54.352963807670015,1985-06-30,2008-05-31,2008-06-30
2008-07-31,5.637971983678101,22.019859454257556,0.6753076761539902,0.6357110512947207,6.054638186776787,-1544.7929652713563,1985-07-31,2008-06-30,2008-07-31
2008-08-31,5.218510576394536,12.415464023157353,0.6666114521596251,0.6259543121790916,6.431745985681497,-34.18902492137591,1985-08-31,2008-07-31,2008-08-31
2008-09-30,6.314219426554666,-0.0969355753362997,0.6635894396078668,0.6225637615112651,6.657027571746617,-348.7601199536907,1985-09-30,2008-08-31,2008-09-30
2008-10-31,8.094591742823582,-20.568520845834392,0.6506316919120454,0.608025800681807,6.963795013606509,-641.5066276356357,1985-10-31,2008-09-30,2008-10-31
2008-11-30,8.832672420760451,4.541483154234626,0.6504194223346806,0.6077876445706173,6.991259753193124,-4.430665918388679,1985-11-30,2008-10-31,2008-11-30
2008-12-31,9.77712568378868,7.846701094168963,0.6539968751913519,0.6118013721659069,7.1064464224027475,0.4775289709392131,1985-12-31,2008-11-30,2008-12-31
2009-01-31,5.823457823171928,1.2242981647072213,0.6362500255093417,0.591890272522676,6.824323757138527,-20.115684154355638,1986-01-31,2008-12-31,2009-01-31
2009-02-28,4.059361797045467,3.896225266144495,0.6233890466640024,0.5774608816230271,6.626974013551633,0.9959631410157922,1986-02-28,2009-01-31,2009-02-28
2009-03-31,5.448733403530383,4.371154328641277,0.6176589537503674,0.5710319968906561,6.580017623430855,0.09269179095899927,1986-03-31,2009-02-28,2009-03-31
2009-04-30,6.3492409435690265,28.5835733334506,0.6181303164203444,0.5715608428130694,6.5555885801316816,-11609.453666389229,1986-04-30,2009-03-31,2009-04-30
2009-05-31,7.409254498236677,14.829667225696499,0.6119864407083266,0.5646677139654396,6.73271683158754,-119.3018098062154,1986-05-31,2009-04-30,2009-05-31
2009-06-30,5.590864291120791,21.134069418382765,0.6063858598599638,0.5583841354526423,6.769952203060166,-172.77559456024392,1986-06-30,2009-05-31,2009-06-30
2009-07-31,5.6529943532927085,17.170167654184837,0.6092883956276498,0.5616406389968753,6.70382969573397,-119.12197438279973,1986-07-31,2009-06-30,2009-07-31
2009-08-31,5.4240937320157565,4.991015711019858,0.6083281885226574,0.5605633334644449,6.436779894653188,0.8171131265516776,1986-08-31,2009-07-31,2009-08-31
