,Ytrue,Ypred,R2,AdjR2,Y_EH,R2OS,InsampleBegin,InsampleEnd,OutsampleAt
2004-01-31,1.693133789150423,11.47904511331946,0.7757005489321487,0.7483469573385082,3.215250315820465,-40.33393472161943,1981-01-31,2003-12-31,2004-01-31
2004-02-29,1.2829910191436378,4.557931445353129,0.7827919904230929,0.7563032087673724,2.706535548088685,-4.292546657626592,1981-02-28,2004-01-31,2004-02-29
2004-03-31,1.6273738715458654,-1.3221301563909091,0.788210576774304,0.7623825983321458,2.239475256711241,-22.219414404291076,1981-03-31,2004-02-29,2004-03-31
2004-04-30,0.18724409868955075,-5.59202511835106,0.7834939762145323,0.7570908025821582,1.6731472162643002,-14.127419960987705,1981-04-30,2004-03-31,2004-04-30
2004-05-31,-1.361444947251254,2.267420484974056,0.7809653057774593,0.7542537577015396,1.201100904384783,-1.005388118586528,1981-05-31,2004-04-30,2004-05-31
2004-06-30,-1.283696910395984,14.178456147085583,0.7767217431073841,0.7494926873887724,0.8749158087864126,-50.30863636207569,1981-06-30,2004-05-31,2004-06-30
2004-07-31,0.4656914460472313,-10.871964172035103,0.7730343405285441,0.7453556015686105,0.7467799735854669,-1625.8978352317695,1981-07-31,2004-06-30,2004-07-31
2004-08-31,1.5904031712896582,15.85803813173421,0.768426203700324,0.7401854968345098,0.7660387935252042,-298.54739344876697,1981-08-31,2004-07-31,2004-08-31
2004-09-30,-0.3037696757657193,-14.55297278809313,0.764941243966258,0.7362755420109235,0.511317662492308,-304.61372941219616,1981-09-30,2004-08-31,2004-09-30
2004-10-31,0.9123546973945044,-11.310526589969756,0.7625252124672763,0.7335648725242612,0.48102805598479137,-802.0352697493938,1981-10-31,2004-09-30,2004-10-31
2004-11-30,0.33256090084872925,24.9641913603858,0.7638734767763404,0.7350775593100405,0.34497076715462194,-3939598.8765698806,1981-11-30,2004-10-31,2004-11-30
2004-12-31,-0.19865613651280453,-14.20009984563039,0.7626528720158889,0.7337081003105095,0.19680605158897774,-1252.5328151274562,1981-12-31,2004-11-30,2004-12-31
2005-01-31,-0.6663793129355671,21.5552070015324,0.7644958755387037,0.7357758603604968,-0.0325692668591655,-1228.2264013598776,1982-01-31,2004-12-31,2005-01-31
2005-02-28,-1.858067148152468,3.609592042767529,0.7642406914482501,0.7354895562590122,-0.23710039154336743,-10.377704659210197,1982-02-28,2005-01-31,2005-02-28
2005-03-31,-2.639043445790916,19.735960149153925,0.7686232738561181,0.7404065999361324,-0.3648602413973336,-95.79999434446283,1982-03-31,2005-02-28,2005-03-31
2005-04-30,-0.14327106486228394,23.82250595227245,0.7758033985089635,0.748462349546642,-0.2508176568439636,-49657.057048831775,1982-04-30,2005-03-31,2005-04-30
2005-05-31,0.4716610481420924,20.029438264515314,0.7797376837118452,0.7528764256279238,-0.2502206966344775,-733.0182716886254,1982-05-31,2005-04-30,2005-05-31
2005-06-30,0.2627554046032602,25.111163194389622,0.7877921963507528,0.7619131959057226,-0.38298547330311733,-1479.746012424128,1982-06-30,2005-05-31,2005-06-30
2005-07-31,-0.6390895482314384,16.235495987955574,0.7825773809935623,0.7560624274561919,-0.4165174605496893,-5747.106825356275,1982-07-31,2005-06-30,2005-07-31
2005-08-31,-1.3205323928552388,2.181149653061207,0.7792077739365763,0.7522818927093294,-0.6398061695746635,-25.461134286992095,1982-08-31,2005-07-31,2005-08-31
2005-09-30,-1.7872000933226446,12.130485282027529,0.772321077572336,0.7445553553250599,-0.851782268991801,-220.37202965030892,1982-09-30,2005-08-31,2005-09-30
2005-10-31,-2.4983792262640825,-5.893300368157499,0.7641161783981688,0.7353498586906284,-1.0817545779669289,-4.7431451650938055,1982-10-31,2005-09-30,2005-10-31
2005-11-30,-1.5998196553886468,2.1579544984314234,0.7609386974829688,0.731784880102843,-1.1750986122122367,-77.28053622612104,1982-11-30,2005-10-31,2005-11-30
2005-12-31,-1.698818204538326,1.341786062401907,0.7586581453112342,0.7292262118126043,-1.1591737178508226,-30.747118452430005,1982-12-31,2005-11-30,2005-12-31
2006-01-31,-1.646872811016694,5.5445610060587045,0.7536560162421557,0.7236140670033941,-1.0599566543734,-149.13392756709288,1983-01-31,2005-12-31,2006-01-31
2006-02-28,-1.2507018572097843,1.639673889822181,0.7490692571974047,0.7184679470995272,-1.1706997336081504,-1304.2856950079088,1983-02-28,2006-01-31,2006-02-28
2006-03-31,-1.167100670485688,4.686431273239866,0.7460535390528873,0.7150844584495808,-1.3345759054709283,-1220.6162294396138,1983-03-31,2006-02-28,2006-03-31
2006-04-30,-1.7978926687244268,4.1604361644413235,0.7449720320125779,0.7138710603067947,-1.540640712803697,-535.4528595048879,1983-04-30,2006-03-31,2006-04-30
2006-05-31,-2.5106118123908026,3.0094434349866406,0.7445120262325946,0.7133549562609598,-1.7277929392196334,-48.72379571261798,1983-05-31,2006-04-30,2006-05-31
2006-06-30,-2.8036883966380066,1.1898863861622915,0.7530104795949262,0.7228898063747953,-1.8761085395979102,-17.53621356328128,1983-06-30,2006-05-31,2006-06-30
2006-07-31,-1.5628049038070817,3.6967567482976267,0.7548297121245822,0.724930896530019,-1.8536690206463535,-325.9782061997194,1983-07-31,2006-06-30,2006-07-31
2006-08-31,-1.7610832595742476,1.2216895263927146,0.7549217431986581,0.7250341509058116,-1.7799394239773705,-25021.669050402976,1983-08-31,2006-07-31,2006-08-31
2006-09-30,-0.8643036912387312,4.1081097427643325,0.752014420512422,0.7217722766724735,-1.706387827562379,-33.86771522920144,1983-09-30,2006-08-31,2006-09-30
2006-10-31,-0.4295005310387172,6.522745099590738,0.7562487985184104,0.7265230422401678,-1.5794560602124181,-35.550062520023076,1983-10-31,2006-09-30,2006-10-31
2006-11-30,-0.4508265095738193,-4.691193768634307,0.7572895936246281,0.727690763578851,-1.4598514300681305,-16.660506719677432,1983-11-30,2006-10-31,2006-11-30
2006-12-31,-0.8725892524424461,3.3863239863080867,0.7567711774272614,0.7271091258940006,-1.4220401695913967,-59.08136354441108,1983-12-31,2006-11-30,2006-12-31
2007-01-31,-0.9359508982100312,7.3859983334961985,0.7585957932540418,0.7291562558459981,-1.398925192363831,-322.09956075126155,1984-01-31,2006-12-31,2007-01-31
2007-02-28,-0.03814072689553028,10.104596570093452,0.7571559217476628,0.7275407902534753,-1.2229499981809413,-72.28472565894512,1984-02-29,2007-01-31,2007-02-28
2007-03-31,0.4474113841818457,1.1463603493030337,0.7532289041245478,0.7231348680421755,-0.9271476785236766,0.7414383435978416,1984-03-31,2007-02-28,2007-03-31
2007-04-30,0.4985645150815988,-0.9805161037021333,0.7490242309558843,0.7184174298529433,-0.596922387351716,-0.822927151398039,1984-04-30,2007-03-31,2007-04-30
2007-05-31,0.12177303860335388,7.98807231470151,0.7461071237239885,0.71514457783667,-0.4284645931106724,-203.3809210992925,1984-05-31,2007-04-30,2007-05-31
2007-06-30,0.3916331857744579,-0.5501815204902576,0.7483499214924008,0.7176608875280593,-0.21319294857580187,-1.4247660233507062,1984-06-30,2007-05-31,2007-06-30
2007-07-31,0.5801528741509785,-2.386434271028734,0.7471488215204547,0.7163133119497784,-0.06874729203683091,-19.900585395371042,1984-07-31,2007-06-30,2007-07-31
2007-08-31,0.7773027991644921,0.42139101148277613,0.7499953384535656,0.7195069650942443,0.051933040983489984,0.7592502451982442,1984-08-31,2007-07-31,2007-08-31
2007-09-30,0.9324229142063108,0.49840687680934104,0.7531407244505915,0.7230359347494442,0.190257983361503,0.6580121341695515,1984-09-30,2007-08-31,2007-09-30
2007-10-31,0.9624114676340828,-3.0743807632365066,0.7525758478189064,0.722402170723651,0.3737580553691559,-46.02767010301785,1984-10-31,2007-09-30,2007-10-31
2007-11-30,2.519683498527672,-3.6818095492081158,0.7524738638982419,0.7222877497394908,0.7193214950429263,-10.86513940361422,1984-11-30,2007-10-31,2007-11-30
2007-12-31,2.9581167460428035,8.551373758866939,0.7545329624729447,0.7245979578964745,1.0189472423367596,-7.319514948322082,1984-12-31,2007-11-30,2007-12-31
2008-01-31,5.125386953940287,4.354775325344835,0.7483059229574727,0.71761152331814,1.486744799312604,0.955146904253144,1985-01-31,2007-12-31,2008-01-31
2008-02-29,5.396265368919764,-0.05194983926923419,0.7534991399034073,0.7234380594038228,1.9765148846964202,-1.5381639350935412,1985-02-28,2008-01-31,2008-02-29
2008-03-31,5.425982147729791,2.5878536812705617,0.7569966970326949,0.7273621478903406,2.5069357956090643,0.0546728811521634,1985-03-31,2008-02-29,2008-03-31
2008-04-30,3.9664709090625423,4.943187268688657,0.7562367158604899,0.7265094860873789,2.8644195679378726,0.21452336798650862,1985-04-30,2008-03-31,2008-04-30
2008-05-31,4.150537723551325,0.8695144636672321,0.7516182045559691,0.7213277416969408,3.2214580528779075,-11.471328066223737,1985-05-31,2008-04-30,2008-05-31
2008-06-30,4.251688095196041,-1.7692713384399574,0.7519232183590514,0.7216699523052772,3.568896582481062,-76.75980702508252,1985-06-30,2008-05-31,2008-06-30
2008-07-31,3.6030525932576887,6.525549633667753,0.7494185538817626,0.718859840940514,3.8359595503861996,-156.45020742342686,1985-07-31,2008-06-30,2008-07-31
2008-08-31,3.3499004347120827,0.05422551753189227,0.7415873967676305,0.7100736646661221,4.074708447093999,-19.67486879419903,1985-08-31,2008-07-31,2008-08-31
2008-09-30,4.092662294133568,5.434597544839689,0.7399992392642504,0.7082918294184273,4.23200632665459,-91.74411759771199,1985-09-30,2008-08-31,2008-09-30
2008-10-31,5.068709977146357,-6.934481598219387,0.7250349977789121,0.691502680434877,4.443065649764945,-367.0768069849069,1985-10-31,2008-09-30,2008-10-31
2008-11-30,4.0008642588739285,1.9534584301423497,0.7234593734410524,0.6897349067875221,4.330613380258309,-37.5514374998325,1985-11-30,2008-10-31,2008-11-30
2008-12-31,4.719675038554372,3.160363798941206,0.7244003088575636,0.6907905904255591,4.26295434722177,-10.656394676230072,1985-12-31,2008-11-30,2008-12-31
2009-01-31,2.6179136986275395,1.1898109762515947,0.7051170957588976,0.6691557659733973,3.9821475023115447,-0.09582519415258095,1986-01-31,2008-12-31,2009-01-31
2009-02-28,1.9141193088717643,3.2563239950838954,0.6895913029391496,0.6517365837853873,3.7769123422924666,0.48083155114011256,1986-02-28,2009-01-31,2009-02-28
2009-03-31,2.2264583847334296,3.6939026799857007,0.6796368588746784,0.6405681831276879,3.5845044084106767,-0.16760049907380226,1986-03-31,2009-02-28,2009-03-31
2009-04-30,3.6635002350479735,11.840391767848432,0.6837540644159492,0.645187486905699,3.5256856223958706,-3519.350746321831,1986-04-30,2009-03-31,2009-04-30
2009-05-31,4.697911894386189,8.454987061395444,0.681172805783364,0.6422914406349938,3.6351715525087207,-11.498141414949767,1986-05-31,2009-04-30,2009-05-31
2009-06-30,4.107043987347996,9.830876190248912,0.6769480590777979,0.6375514809165537,3.7108859077723126,-207.75493544151396,1986-06-30,2009-05-31,2009-06-30
2009-07-31,3.899948212853387,8.525754838943673,0.6783968388420178,0.6391769411398249,3.691614499644294,-492.0101252286773,1986-07-31,2009-06-30,2009-07-31
2009-08-31,3.764582417754764,4.191230796245841,0.6782252671179198,0.6389844460347391,3.5612017437051344,-3.40069058454076,1986-08-31,2009-07-31,2009-08-31
