,Ytrue,Ypred,R2,AdjR2,Y_EH,R2OS,InsampleBegin,InsampleEnd,OutsampleAt
2007-08-31,0.7773027991644921,-0.8044200390098406,0.7180877781960662,0.683708238951684,1.7333229283009126,-1.7373271043425698,1984-06-30,2007-05-31,2007-08-31
2007-09-30,0.9324229142063108,-1.8735110648419915,0.7199418601309993,0.6857884284396576,1.7408561128962399,-11.04665900019468,1984-07-31,2007-06-30,2007-09-30
2007-10-31,0.9624114676340828,-2.669654302306686,0.7188985408126646,0.6846178750581114,1.740199821957673,-20.806428202266844,1984-08-31,2007-07-31,2007-10-31
2007-11-30,2.519683498527672,-25.20924607904514,0.722151974081122,0.6882680684812588,1.7424727301337897,-1271.8833074178024,1984-09-30,2007-08-31,2007-11-30
2007-12-31,2.9581167460428035,23.988132503022186,0.7205491876832941,0.6864698203275983,1.7428194486792692,-298.4429771246125,1984-10-31,2007-09-30,2007-12-31
2008-01-31,5.125386953940287,1.3937352228756488,0.7194326423165665,0.6852171108917575,1.7509267809321496,-0.2229074660242656,1984-11-30,2007-10-31,2008-01-31
2008-02-29,5.396265368919764,-2.438331455999774,0.7234088462927277,0.6896782177918408,1.7622482482649944,-3.6479277268880193,1984-12-31,2007-11-30,2008-02-29
2008-03-31,5.425982147729791,-1.0418144703771164,0.7178588279136937,0.6834513679031685,1.7686771776065895,-2.1274498728338993,1985-01-31,2007-12-31,2008-03-31
2008-04-30,3.9664709090625423,13.461522911472223,0.7125472193870754,0.6774920022391577,1.7646546631473903,-17.596557258264028,1985-02-28,2008-01-31,2008-04-30
2008-05-31,4.150537723551325,-2.3205620061470102,0.7077725267682833,0.672135030032708,1.7455140269816067,-6.239648260321415,1985-03-31,2008-02-29,2008-05-31
2008-06-30,4.251688095196041,-2.370262786899493,0.7048646074157424,0.6688724863688817,1.7237398277936786,-5.861760345624522,1985-04-30,2008-03-31,2008-06-30
2008-07-31,3.6030525932576887,11.602642184923209,0.6996512464332904,0.6630233496568623,1.7088449977626958,-16.835293717945984,1985-05-31,2008-04-30,2008-07-31
2008-08-31,3.3499004347120827,8.532663475978186,0.6970292355238338,0.6600815813194232,1.6944456039698683,-8.801398238292602,1985-06-30,2008-05-31,2008-08-31
2008-09-30,4.092662294133568,-6.877362596228322,0.6940472636125231,0.6567359542969771,1.6829032040315879,-19.72373220055806,1985-07-31,2008-06-30,2008-09-30
2008-10-31,5.068709977146357,-12.120922037622648,0.6897364335871499,0.6518994132928998,1.6792427731974016,-24.719959901585398,1985-08-31,2008-07-31,2008-10-31
2008-11-30,4.0008642588739285,3.394788738021953,0.6880006822432276,0.6499519849558164,1.6729856180594762,0.932215122468427,1985-09-30,2008-08-31,2008-11-30
2008-12-31,4.719675038554372,5.788301288978297,0.6727144796591757,0.6328016113249288,1.6667661657281856,0.8774752022453451,1985-10-31,2008-09-30,2008-12-31
2009-01-31,2.6179136986275395,2.995092189584036,0.6640655155554569,0.6230978955012443,1.6551297027082208,0.8465255406247648,1985-11-30,2008-10-31,2009-01-31
2009-02-28,1.9141193088717643,-1.7375704870013982,0.667897812602251,0.6273975458464279,1.6345552347757162,-169.61807361937196,1985-12-31,2008-11-30,2009-02-28
2009-03-31,2.2264583847334296,-2.369651236519237,0.6592624809232285,0.6177091249382562,1.6110148534506876,-54.77047382155634,1986-01-31,2008-12-31,2009-03-31
2009-04-30,3.6635002350479735,21.88312112608094,0.6574024287824893,0.6156222371705977,1.5942179890681227,-76.52454194459044,1986-02-28,2009-01-31,2009-04-30
2009-05-31,4.697911894386189,6.442448302342637,0.6547391691935328,0.6126341898268904,1.5931760989597852,0.6842736874874046,1986-03-31,2009-02-28,2009-05-31
2009-06-30,4.107043987347996,18.64112109423849,0.6572473925833084,0.6154482941178583,1.5844437844692947,-32.195412302786835,1986-04-30,2009-03-31,2009-06-30
2009-07-31,3.899948212853387,8.427913153924367,0.6494855023514332,0.6067398319064861,1.5720375521013294,-2.7833236281704794,1986-05-31,2009-04-30,2009-07-31
2009-08-31,3.764582417754764,-8.76555284915367,0.6440944726931238,0.6006913596069194,1.5576181417267962,-31.234498068500578,1986-06-30,2009-05-31,2009-08-31
2009-09-30,3.1425965350616014,6.034528747825627,0.6449821132205997,0.6016872489792093,1.5442116014627905,-2.2735084264018695,1986-07-31,2009-06-30,2009-09-30
